"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"VA13B","Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",13,26,"No","-",0,3733,0,0,5684,237,0
"VA13C","Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29",35,40,"No","-",0,7158,0,0,7433,237,0
"VA13D","Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29",81,81,"No","-",0,12186,0,0,12186,237,0
"VA14A","Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44",11,20,"No","-",0,2918,0,0,5838,237,0
"VA14B","Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44",39,31,"No","-",0,6046,0,0,8019,237,0
"VA14C","Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 30-44",16,41,"No","-",0,8502,0,0,9321,237,0
"VA14D","Multiple Trauma with Diagnosis Score >=51, with Intervention Score 30-44",79,79,"No","-",0,14169,0,0,14169,237,0
"VA15A","Multiple Trauma with Diagnosis Score <=23, with Intervention Score >=45",39,39,"No","-",0,7780,0,0,10462,237,0
"VA15B","Multiple Trauma with Diagnosis Score 24-32, with Intervention Score >=45",26,39,"No","-",0,7780,0,0,10462,237,0
"VA15C","Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45",5,55,"No","-",0,13782,0,0,13782,237,0
"VA15D","Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45",98,98,"No","-",0,20739,0,0,20739,237,0
"WH02Z","Toxic Effect of Contact with Venomous Animal",5,5,"No","-",0,279,0,0,325,218,0
"WH03A","Toxic Effect of Other Substance with CC Score 2+",19,19,"Yes","30%",0,2214,0,0,2214,218,664
"WH03B","Toxic Effect of Other Substance with CC Score 0-1",5,5,"No","-",0,282,0,0,442,218,0
"WH04A","Poisoning Diagnosis with Multiple Interventions",39,39,"Yes","30%",0,2824,0,0,2824,218,847
"WH04B","Poisoning Diagnosis with Single Intervention, with CC Score 2+",27,27,"Yes","30%",0,2510,0,0,2510,218,753
"WH04C","Poisoning Diagnosis with Single Intervention, with CC Score 0-1",15,15,"Yes","30%",0,1654,0,0,1654,218,496
"WH04D","Poisoning Diagnosis without Interventions, with CC Score 2+",8,8,"Yes","50%",0,1115,0,0,1115,218,558
"WH04E","Poisoning Diagnosis without Interventions, with CC Score 0-1",5,5,"No","-",0,452,0,0,452,218,0
"WH05Z","Allergy or Adverse Allergic Reaction",5,5,"No","-",0,332,0,0,372,218,0
"WH06Z","Environmental Effects",5,5,"Yes","75%",0,457,0,0,566,218,424
"WH07A","Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 2+",43,53,"Yes","30%",0,6833,0,0,7907,218,2372
"WH07B","Infections or Other Complications of Procedures, with Multiple Interventions, with CC Score 0-1",23,23,"Yes","30%",0,4157,0,0,4157,218,1247
"WH07C","Infections or Other Complications of Procedures, with Single Intervention, with CC Score 2+",22,32,"Yes","30%",0,3981,0,0,4494,218,1348
"WH07D","Infections or Other Complications of Procedures, with Single Intervention, with CC Score 0-1",12,12,"Yes","30%",0,2509,0,0,2509,218,753
"WH07E","Infections or Other Complications of Procedures, without Interventions, with CC Score 4+",41,39,"Yes","30%",0,3660,0,0,4198,218,1259
"WH07F","Infections or Other Complications of Procedures, without Interventions, with CC Score 2-3",10,19,"Yes","30%",0,1176,0,0,2405,218,721
"WH07G","Infections or Other Complications of Procedures, without Interventions, with CC Score 0-1",5,8,"Yes","75%",0,668,0,0,1046,218,784
"WH08A","Unspecified Pain with CC Score 1+",42,16,"Yes","30%",0,1449,0,0,2260,218,678
"WH08B","Unspecified Pain with CC Score 0",5,5,"Yes","75%",0,468,0,0,796,218,597
"WH09A","Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Multiple Interventions",83,67,"Yes","30%",0,5342,0,0,6296,218,1889
"WH09B","Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 3+",65,65,"Yes","30%",0,5154,0,0,5154,218,1546
"WH09C","Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, with Single Intervention, with CC Score 0-2",35,35,"Yes","30%",0,3356,0,0,3356,218,1007
"WH09D","Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 6+",64,64,"Yes","30%",0,4521,0,0,4521,218,1356
"WH09E","Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 4-5",72,54,"Yes","30%",0,3244,0,0,3698,218,1109
"WH09F","Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 2-3",68,35,"Yes","30%",0,2722,0,0,2772,218,832
"WH09G","Tendency to Fall, Senility or Other Conditions Affecting Cognitive Functions, without Interventions, with CC Score 0-1",13,13,"Yes","30%",0,1844,0,0,1844,218,553
"WH10A","Unspecified Oedema with CC Score 2+",28,28,"Yes","30%",0,2527,0,0,2527,218,758
"WH10B","Unspecified Oedema with CC Score 0-1",5,5,"No","-",0,374,0,0,469,218,0
"WH11A","Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 2+",11,36,"Yes","30%",0,2386,0,0,2770,218,831
"WH11B","Hypothermia, Frostbite or Other Effects of Reduced Temperature, with CC Score 0-1",6,8,"Yes","50%",0,572,0,0,1202,218,601
"WH12A","Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 2+",48,26,"Yes","30%",0,2074,0,0,2884,218,865
"WH12B","Signs or Symptoms, Involving Appearance or Behaviour, with CC Score 0-1",5,5,"Yes","75%",0,673,0,0,673,218,505
"WH13A","Abnormal Findings without Diagnosis, with Interventions",7,27,"Yes","30%",0,2029,0,0,3356,218,1007
"WH13B","Abnormal Findings without Diagnosis, without Interventions, with CC Score 1+",5,10,"Yes","50%",0,331,0,0,1372,218,686
"WH13C","Abnormal Findings without Diagnosis, without Interventions, with CC Score 0",5,5,"No","-",0,256,0,0,443,218,0
"WH14A","Other or Unspecified Neoplasm, with Interventions, with CC Score 2+",45,45,"Yes","30%",0,4715,0,0,6285,218,1885
"WH14B","Other or Unspecified Neoplasm, with Interventions, with CC Score 0-1",12,28,"Yes","30%",0,2822,0,0,3879,218,1164
"WH14C","Other or Unspecified Neoplasm, without Interventions, with CC Score 2+",26,29,"Yes","30%",0,2153,0,0,3435,218,1030
"WH14D","Other or Unspecified Neoplasm, without Interventions, with CC Score 0-1",5,16,"Yes","30%",0,683,0,0,2078,218,623
"WH15Z","Special Screening, Examinations or Other Genetic Disorders",5,5,"No","-",0,309,0,0,369,218,0
"WH16A","Observation or Counselling, with CC Score 1+",5,5,"Yes","75%",0,362,0,0,594,218,446
"WH16B","Observation or Counselling, with CC Score 0",5,5,"No","-",0,300,0,0,418,218,0
"WH17A","Admission Related to Social Factors with Interventions",16,43,"Yes","30%",0,3029,0,0,3964,218,1189
"WH17B","Admission Related to Social Factors without Interventions, with CC Score 1+",5,13,"Yes","30%",0,512,0,0,1760,218,528
"WH17C","Admission Related to Social Factors without Interventions, with CC Score 0",5,5,"Yes","75%",0,310,0,0,749,218,562
"WH18A","Admission Related to the, Fitting, Adjustment or Management of Device, with Interventions",10,10,"Yes","30%",0,2410,0,0,2410,218,723
"WH18B","Admission Related to the, Fitting, Adjustment or Management of Device, without Interventions",5,5,"No","-",0,194,0,0,310,218,0
"WH19Z","Potential Health Hazard Related to Communicable Diseases",5,5,"Yes","75%",0,232,0,0,513,218,385
"WH20A","Respite Care with length of stay 9 days or more",20,22,"No","-",0,1723,0,0,4457,218,0
"WH20B","Respite Care with length of stay between 5 and 8 days",7,9,"No","-",0,1679,0,0,2365,218,0
"WH20C","Respite Care with length of stay 4 days or less",7,7,"No","-",0,831,0,0,1175,218,0
"WH51Z","Admission Related to Donation, of Organ or Tissue",5,5,"No","-",0,514,0,0,514,218,0
"WH52A","Follow-Up Examination for Malignant Neoplasm, with Interventions",5,91,"Yes","30%",0,1810,0,0,3035,218,911
"WH52B","Follow-Up Examination for Malignant Neoplasm, without Interventions",5,5,"Yes","75%",0,412,0,0,743,218,557
"WH53A","Follow-Up Examination for Other Conditions, with Interventions",5,22,"Yes","30%",0,2014,0,0,2141,218,642
"WH53B","Follow-Up Examination for Other Conditions, without Interventions",5,5,"No","-",0,334,0,0,334,218,0
"WH54A","Procedures on the Lymphatic System with CC Score 1+",8,54,"No","-",0,2696,0,0,6573,218,0
"WH54B","Procedures on the Lymphatic System with CC Score 0",5,20,"No","-",0,1406,0,0,3370,218,0
"WJ01A","Complex Infectious Diseases with Multiple Interventions",94,94,"Yes","30%",0,12017,0,0,12017,218,3605
"WJ01B","Complex Infectious Diseases with Single Intervention",25,40,"Yes","30%",0,2363,0,0,5654,218,1696
"WJ01C","Complex Infectious Diseases without Interventions, with CC Score 6+",14,46,"Yes","30%",0,1920,0,0,5342,218,1603
"WJ01D","Complex Infectious Diseases without Interventions, with CC Score 3-5",5,31,"Yes","30%",0,841,0,0,3409,218,1023
"WJ01E","Complex Infectious Diseases without Interventions, with CC Score 0-2",5,14,"Yes","30%",0,276,0,0,2258,218,677
"WJ02A","Major Infectious Diseases with Multiple Interventions",72,72,"Yes","30%",0,11829,0,0,11829,218,3549
"WJ02B","Major Infectious Diseases with Single Intervention",49,49,"Yes","30%",0,6652,0,0,6652,218,1996
"WJ02C","Major Infectious Diseases without Interventions, with CC Score 6+",28,28,"Yes","30%",0,3976,0,0,3976,218,1193
"WJ02D","Major Infectious Diseases without Interventions, with CC Score 3-5",17,17,"Yes","30%",0,2962,0,0,2962,218,888
"WJ02E","Major Infectious Diseases without Interventions, with CC Score 0-2",5,9,"Yes","50%",0,552,0,0,1577,218,789
"WJ03A","Standard Infectious Diseases with Multiple Interventions",41,62,"Yes","30%",0,5668,0,0,5968,218,1790
"WJ03B","Standard Infectious Diseases with Single Intervention, with CC Score 4+",28,37,"Yes","30%",0,3359,0,0,4494,218,1348
"WJ03C","Standard Infectious Diseases with Single Intervention, with CC Score 0-3",11,12,"Yes","30%",0,1603,0,0,1791,218,537
"WJ03D","Standard Infectious Diseases without Interventions, with CC Score 7+",39,31,"Yes","30%",0,2527,0,0,3361,218,1008
"WJ03E","Standard Infectious Diseases without Interventions, with CC Score 4-6",15,19,"Yes","30%",0,1263,0,0,2416,218,725
"WJ03F","Standard Infectious Diseases without Interventions, with CC Score 2-3",5,10,"Yes","50%",0,644,0,0,1471,218,735
"WJ03G","Standard Infectious Diseases without Interventions, with CC Score 0-1",5,5,"No","-",0,418,0,0,589,218,0
"WJ04Z","Genito-Urinary Medicine (GUM) Infections",9,9,"Yes","50%",0,1509,0,0,1509,218,755
"WJ05A","Septic Shock with CC Score 5+",37,37,"Yes","30%",0,3864,0,0,3864,218,1159
"WJ05B","Septic Shock with CC Score 0-4",21,21,"Yes","30%",0,2488,0,0,2488,218,746
"WJ06A","Sepsis with Multiple Interventions, with CC Score 9+",99,99,"Yes","30%",0,10592,0,0,10592,218,3178
"WJ06B","Sepsis with Multiple Interventions, with CC Score 5-8",65,65,"Yes","30%",0,7627,0,0,7627,218,2288
"WJ06C","Sepsis with Multiple Interventions, with CC Score 0-4",46,46,"Yes","30%",0,5896,0,0,5896,218,1769
"WJ06D","Sepsis with Single Intervention, with CC Score 9+",57,57,"Yes","30%",0,6402,0,0,6402,218,1921
"WJ06E","Sepsis with Single Intervention, with CC Score 5-8",40,40,"Yes","30%",0,4930,0,0,4930,218,1479
"WJ06F","Sepsis with Single Intervention, with CC Score 0-4",30,30,"Yes","30%",0,3661,0,0,3661,218,1098
"WJ06G","Sepsis without Interventions, with CC Score 9+",35,43,"Yes","30%",0,3417,0,0,4488,218,1346
"WJ06H","Sepsis without Interventions, with CC Score 5-8",23,23,"Yes","30%",0,2880,0,0,2880,218,864
"WJ06J","Sepsis without Interventions, with CC Score 0-4",15,15,"Yes","30%",0,2071,0,0,2071,218,621
"WJ07A","Fever of Unknown Origin with Interventions, with CC Score 4+",56,56,"Yes","30%",0,5573,0,0,5573,218,1672
"WJ07B","Fever of Unknown Origin with Interventions, with CC Score 0-3",26,26,"Yes","30%",0,3181,0,0,3181,218,954
"WJ07C","Fever of Unknown Origin without Interventions, with CC Score 4+",13,11,"Yes","50%",0,1424,0,0,1509,218,754
"WJ07D","Fever of Unknown Origin without Interventions, with CC Score 0-3",5,8,"Yes","75%",0,780,0,0,927,218,695
"WJ10A","HIV Disease with Multiple Interventions",68,68,"Yes","30%",0,10215,0,0,10215,218,3064
"WJ10B","HIV Disease with Single Intervention, with CC Score 5+",52,52,"Yes","30%",0,7116,0,0,7116,218,2135
"WJ10C","HIV Disease with Single Intervention, with CC Score 0-4",27,27,"Yes","30%",0,4501,0,0,4501,218,1350
"WJ10D","HIV Disease without Interventions, with CC Score 5+",18,29,"Yes","30%",0,2814,0,0,3769,218,1131
"WJ10E","HIV Disease without Interventions, with CC Score 2-4",5,14,"Yes","30%",0,869,0,0,2733,218,820
"WJ10F","HIV Disease without Interventions, with CC Score 0-1",5,9,"Yes","50%",0,408,0,0,2561,218,1281
"WJ11Z","Other Disorders of Immunity",5,5,"Yes","75%",0,290,0,0,993,218,744
"YA01Z","Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Intracranial or Extracranial Aneurysms",10,75,"No","-",0,6118,0,0,6118,235,0
"YA02A","Percutaneous Transluminal Embolisation of, Single Large or Two Other, Intracranial or Extracranial Aneurysms, with CC Score 4+",23,68,"No","-",0,6118,0,0,6118,235,0
"YA02B","Percutaneous Transluminal Embolisation of, Single Large or Two Other, Intracranial or Extracranial Aneurysms, with CC Score 0-3",22,22,"No","-",0,4078,0,0,4078,235,0
"YA03A","Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 8+",77,67,"No","-",0,4588,0,0,4588,235,0
"YA03B","Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 4-7",12,38,"No","-",0,3671,0,0,3671,235,0
"YA03C","Percutaneous Transluminal Embolisation of, Single Small or Medium, Intracranial or Extracranial Aneurysm, with CC Score 0-3",6,25,"No","-",0,3059,0,0,3059,235,0
"YA04Z","Percutaneous Transluminal Embolisation of Intracranial Arteriovenous Malformation",11,54,"No","-",0,3059,0,0,3059,235,0
"YA10Z","Percutaneous Transluminal Angioplasty, including Stenting, of Intracranial or Extracranial Blood Vessel",8,39,"No","-",0,3059,0,0,3059,235,0
"YA11Z","Percutaneous Transluminal Arteriography, of Intracranial or Extracranial Blood Vessel",5,5,"No","-",0,1268,0,0,1588,235,0
"YA12Z","Percutaneous Transluminal Other Procedures on, Intracranial or Extracranial Blood Vessel",5,38,"No","-",0,2587,0,0,11726,235,0
"YD01Z","Percutaneous Ablation of Lesion of Respiratory Tract",5,5,"No","-",0,2987,0,0,2987,235,0
"YD02Z","Percutaneous Biopsy of Lesion of Pleura",5,5,"No","-",693,693,0,0,693,235,0
"YD03Z","Percutaneous Biopsy of Lesion of, Lung or Mediastinum",5,5,"No","-",627,627,0,0,627,235,0
"YD04Z","Percutaneous Drainage of Pleural Cavity",5,5,"No","-",455,741,0,0,619,235,0
"YD05Z","Percutaneous Aspiration of Pleural Cavity",5,5,"No","-",360,741,0,0,619,235,0
"YF01A","Radiological Insertion of Gastrostomy Tube, 19 years and over",5,5,"No","-",188,691,0,0,691,235,0
"YF01B","Radiological Insertion of Gastrostomy Tube, 18 years and under",5,5,"No","-",253,1400,0,0,1400,235,0
"YF02Z","Radiological Insertion of, Gastrojejunostomy or Jejunostomy Tube",5,5,"No","-",0,1023,0,0,1023,235,0
"YF03A","Percutaneous Multiple Drainage of Abdominal Abscess, with CC Score 5+",113,113,"No","-",0,12685,0,0,12685,235,0
"YF03B","Percutaneous Multiple Drainage of Abdominal Abscess, with CC Score 0-4",47,47,"No","-",0,6458,0,0,6458,235,0
"YF04A","Percutaneous Single Drainage of Abdominal Abscess, with CC Score 5+",74,70,"No","-",0,6700,0,0,8203,235,0
"YF04B","Percutaneous Single Drainage of Abdominal Abscess, with CC Score 2-4",8,30,"No","-",0,1912,0,0,4370,235,0
"YF04C","Percutaneous Single Drainage of Abdominal Abscess, with CC Score 0-1",5,20,"No","-",0,1060,0,0,3144,235,0
"YG01A","Percutaneous Ablation of Lesion of, Liver or Pancreas, with CC Score 2+",6,20,"No","-",0,4777,0,0,4777,235,0
"YG01B","Percutaneous Ablation of Lesion of, Liver or Pancreas, with CC Score 0-1",5,6,"No","-",0,3981,0,0,3981,235,0
"YG02Z","Percutaneous Insertion of Multiple Stents, into Hepatic or Bile Ducts",55,60,"No","-",0,8023,0,0,10880,235,0
"YG03A","Percutaneous Insertion of Single Stent, into Hepatic or Bile Duct, with Drainage, with CC Score 4+",64,59,"No","-",0,10165,0,0,10790,235,0
"YG03B","Percutaneous Insertion of Single Stent, into Hepatic or Bile Duct, with Drainage, with CC Score 0-3",30,38,"No","-",0,6051,0,0,7084,235,0
"YG04A","Percutaneous Insertion of Single Metal Stent, into Hepatic or Bile Duct, With CC Score 4+",36,47,"No","-",0,5550,0,0,8187,235,0
"YG04B","Percutaneous Insertion of Single Metal Stent, into Hepatic or Bile Duct, With CC Score 0-3",17,28,"No","-",0,3532,0,0,4489,235,0
"YG05A","Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct, With CC Score 4+",42,51,"No","-",0,5428,0,0,7824,235,0
"YG05B","Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct, With CC Score 0-3",14,26,"No","-",0,2519,0,0,4125,235,0
"YG06Z","Percutaneous Drainage of Hepatobiliary System",5,19,"No","-",0,859,0,0,1427,235,0
"YG07A","Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 3+",29,60,"No","-",0,4178,0,0,8117,235,0
"YG07B","Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures, with CC Score 0-2",5,33,"No","-",0,1400,0,0,3354,235,0
"YG10Z","Percutaneous Transvascular Biopsy of Lesion of Liver",5,5,"No","-",0,945,0,0,1215,235,0
"YG11A","Percutaneous Punch Biopsy of Lesion of Liver, 19 years and over",5,5,"No","-",0,0,551,497,874,235,0
"YG11B","Percutaneous Punch Biopsy of Lesion of Liver, 18 years and under",5,5,"No","-",0,1811,0,0,1814,235,0
"YG12Z","Other Percutaneous Diagnostic, Hepatobiliary or Pancreatic Procedures",5,5,"No","-",0,802,0,0,1006,235,0
"YH01Z","Percutaneous Vertebroplasty of, Three or More Levels of Spine",5,62,"No","-",0,3035,0,0,6012,235,0
"YH02Z","Percutaneous Vertebroplasty of Two Levels of Spine",5,49,"No","-",0,2503,0,0,6012,235,0
"YH03Z","Percutaneous Vertebroplasty of One Level of Spine",5,49,"No","-",0,2166,0,0,6012,235,0
"YH10Z","Image Guided Biopsy of Extradural Spinal Lesion",5,5,"No","-",0,1047,0,0,1047,235,0
"YH20Z","Percutaneous Ablation of Lesion of Bone",5,5,"No","-",0,1744,0,0,1744,235,0
"YH30Z","Image Guided Aspiration of Joint",5,5,"No","-",419,419,0,0,692,235,0
"YH31Z","Image Guided Biopsy of Lesion of Bone",5,5,"No","-",1027,1027,0,0,1027,235,0
"YH32Z","Image Guided Biopsy of, Lesion of Muscle or Connective Tissue",5,5,"No","-",1111,1111,0,0,1111,235,0
"YJ01Z","Bilateral Core Needle Biopsy of Lesions of Breasts",5,5,"No","-",371,371,0,0,376,235,0
"YJ02Z","Unilateral Core Needle Biopsy of Lesion of Breast",5,5,"No","-",292,292,0,0,859,235,0
"YJ03Z","Core Needle Biopsy of Lesion of Breast and Associated Lymph Nodes",5,5,"No","-",1467,1467,0,0,2593,235,0
"YJ04Z","Core Needle Biopsy of Axillary Lymph Nodes",5,5,"No","-",1236,1236,0,0,1318,235,0
"YJ05Z","Bilateral Fine Needle Aspiration of Lesions of Breasts",5,5,"No","-",250,250,0,0,250,235,0
"YJ06Z","Unilateral Fine Needle Aspiration of Lesion of Breast",5,5,"No","-",230,230,0,0,230,235,0
"YJ07Z","Fine Needle Aspiration of Lesion of Breast and Associated Lymph Nodes",5,5,"No","-",429,429,0,0,429,235,0
"YJ08Z","Fine Needle Aspiration Cytology of Axillary Lymph Nodes",5,5,"No","-",312,312,0,0,312,235,0
"YJ09Z","Vacuum Assisted Biopsy of Lesion of Breast",5,5,"No","-",399,399,0,0,1179,235,0
"YJ10Z","Wire Guided Biopsy of Lesion of Breast",5,5,"No","-",427,427,0,0,1264,235,0
"YJ11Z","Drainage of Lesion of Breast, including Associated Lymph Nodes",5,5,"No","-",213,213,0,0,958,235,0
"YJ12Z","Insertion of, Wire or Marker, for Localisation of Breast Lesion",5,5,"No","-",157,157,0,0,157,235,0
"YL01Z","Percutaneous Cryoablation of Lesion of Kidney",5,5,"No","-",0,3980,0,0,3980,235,0
"YL02Z","Percutaneous, Microwave or Radiofrequency Ablation, of Lesion of Kidney",5,5,"No","-",0,2985,0,0,2985,235,0
"YL10Z","Bilateral or Multiple, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",5,5,"No","-",0,943,0,0,1338,235,0
"YL11Z","Unilateral, Percutaneous Insertion of, Ureteric Stent or Nephrostomy",5,5,"No","-",0,805,0,0,1067,235,0
"YL12Z","Percutaneous, Attention to or Removal of, Ureteric Stent or Nephrostomy",5,5,"No","-",466,466,0,0,466,235,0
"YL20A","Percutaneous Needle Biopsy of Lesion of Kidney, 19 years and over",5,5,"No","-",0,0,746,673,732,235,0
"YL20B","Percutaneous Needle Biopsy of Lesion of Kidney, 18 years and under",5,5,"No","-",0,1527,0,0,1527,235,0
"YL21Z","Other Percutaneous Urinary Tract Procedures",5,5,"No","-",0,770,0,0,799,235,0
"YQ01A","Multiple or Revisional, Open Repair of, Abdominal or Thoracoabdominal Aortic Aneurysm, with CC Score 6+",50,61,"No","-",0,23431,0,0,28117,235,0
